variant,age,time_on_site,device,converted
B,59,151.11,Mobile,1
B,36,70.01,Desktop,0
A,34,84.06,Desktop,0
A,56,93.24,Mobile,0
B,58,88.9,Mobile,0
B,29,82.03,Desktop,1
A,37,75.32,Mobile,1
B,39,84.14,Desktop,0
B,48,112.1,Mobile,0
B,51,106.13,Desktop,0
A,40,82.42,Mobile,0
B,36,59.52,Desktop,0
A,19,113.21,Mobile,0
B,19,89.13,Mobile,0
A,55,73.87,Desktop,0
B,56,102.04,Mobile,0
B,54,89.19,Desktop,0
B,29,105.4,Mobile,1
A,45,113.32,Desktop,0
B,28,70.54,Desktop,0
B,59,116.34,Desktop,0
A,46,111.89,Mobile,0
A,38,98.52,Desktop,0
B,46,98.65,Desktop,0
B,46,100.75,Desktop,0
B,57,94.64,Desktop,0
B,59,73.68,Desktop,0
B,29,80.3,Desktop,0
A,19,89.62,Mobile,0
B,57,132.49,Desktop,0
A,55,99.69,Desktop,0
A,50,102.67,Mobile,0
B,27,61.93,Mobile,0
A,58,125.98,Desktop,0
B,28,83.41,Mobile,0
A,33,102.52,Mobile,0
A,25,85.23,Mobile,0
B,21,122.5,Desktop,1
B,45,145.06,Mobile,0
A,34,109.58,Desktop,0
B,35,80.69,Mobile,1
B,22,102.94,Desktop,0
A,25,98.11,Desktop,0
A,22,105.24,Mobile,0
A,52,87.74,Desktop,0
B,40,68.12,Mobile,1
B,39,79.24,Mobile,0
B,19,80.92,Desktop,0
A,53,70.87,Desktop,0
B,20,111.79,Desktop,0
A,45,90.8,Desktop,0
A,40,127.64,Mobile,0
A,26,114.77,Mobile,0
A,36,85.71,Mobile,0
A,40,86.81,Desktop,0
A,30,134.2,Desktop,0
A,26,88.15,Mobile,0
B,22,98.47,Desktop,1
A,57,105.47,Desktop,0
B,47,137.83,Mobile,0
B,40,69.84,Mobile,0
B,50,122.16,Desktop,0
B,38,101.73,Mobile,0
B,30,111.51,Mobile,0
A,59,80.87,Desktop,0
B,58,113.67,Desktop,0
B,58,89.85,Desktop,0
B,29,93.96,Desktop,0
A,39,107.89,Desktop,0
B,21,109.61,Mobile,0
B,26,56.95,Desktop,0
B,48,100.2,Mobile,0
B,19,84.9,Mobile,0
A,53,116.01,Mobile,0
B,28,103.86,Mobile,0
A,46,73.96,Desktop,0
A,53,86.56,Mobile,0
B,51,126.73,Mobile,0
B,26,102.66,Mobile,0
A,29,121.47,Mobile,1
B,38,104.04,Mobile,1
B,22,104.28,Desktop,0
B,24,96.3,Desktop,0
A,54,65.6,Desktop,0
A,20,109.58,Desktop,0
B,32,107.1,Mobile,0
B,36,102.76,Mobile,0
A,20,118.9,Mobile,0
A,37,117.83,Mobile,0
A,32,87.59,Mobile,0
A,55,80.0,Desktop,0
A,28,100.08,Mobile,0
A,31,128.62,Mobile,0
A,21,102.37,Desktop,0
B,52,102.83,Desktop,0
A,25,88.37,Mobile,0
A,38,85.61,Desktop,0
B,52,97.35,Desktop,0
B,21,112.12,Mobile,0
B,53,100.04,Mobile,0
A,31,77.04,Desktop,0
A,20,109.29,Mobile,0
B,37,99.44,Mobile,0
B,25,87.0,Desktop,0
B,31,141.62,Mobile,0
A,18,127.18,Desktop,1
B,37,69.0,Mobile,0
A,31,140.54,Desktop,0
A,45,107.83,Mobile,0
A,56,117.49,Mobile,0
A,26,102.11,Mobile,0
B,40,100.13,Desktop,0
B,33,98.9,Desktop,0
B,44,106.06,Mobile,1
A,57,84.31,Mobile,0
B,25,79.08,Desktop,0
A,45,104.7,Desktop,0
A,35,88.63,Desktop,0
A,51,100.68,Desktop,0
B,19,102.33,Desktop,0
A,41,116.12,Mobile,0
A,27,92.87,Mobile,0
B,57,88.13,Desktop,0
B,25,91.36,Mobile,1
B,22,89.11,Mobile,0
A,20,109.0,Mobile,0
A,50,88.87,Desktop,0
B,47,133.74,Desktop,0
A,56,81.42,Desktop,0
A,24,90.46,Desktop,0
B,38,62.86,Mobile,0
B,55,86.84,Mobile,0
B,30,103.33,Desktop,0
B,42,101.5,Desktop,0
B,19,89.26,Desktop,0
B,19,114.93,Mobile,1
B,19,90.37,Mobile,0
B,32,74.97,Mobile,0
A,32,107.83,Desktop,0
A,35,103.76,Mobile,0
A,22,91.97,Mobile,0
A,43,95.89,Mobile,0
A,47,109.84,Mobile,0
A,31,132.72,Desktop,0
A,22,90.62,Desktop,0
A,57,134.87,Desktop,0
A,38,126.76,Mobile,0
A,25,90.0,Desktop,0
A,23,94.02,Mobile,0
B,43,151.58,Desktop,0
A,21,73.12,Desktop,0
B,47,88.56,Desktop,1
A,52,86.97,Mobile,0
B,44,54.75,Mobile,0
A,44,123.49,Desktop,0
B,22,114.97,Desktop,1
A,57,108.55,Mobile,0
B,28,118.87,Mobile,0
A,52,106.19,Mobile,0
B,28,119.66,Desktop,0
A,55,135.18,Desktop,0
B,55,102.81,Desktop,0
B,22,163.77,Desktop,0
B,54,99.44,Desktop,0
B,54,74.22,Desktop,1
B,43,105.05,Mobile,0
B,50,129.94,Desktop,0
B,50,113.37,Mobile,1
B,40,97.8,Desktop,0
A,24,116.18,Mobile,0
A,49,102.18,Desktop,0
A,26,88.17,Desktop,0
B,33,137.04,Mobile,0
B,26,120.73,Desktop,1
A,45,122.16,Mobile,0
A,40,113.37,Desktop,0
B,29,150.98,Mobile,0
B,59,118.46,Desktop,0
A,26,72.71,Desktop,0
B,29,103.07,Desktop,0
A,26,108.84,Desktop,0
B,36,107.12,Mobile,0
A,53,112.59,Desktop,0
A,50,89.0,Desktop,0
B,30,107.49,Desktop,0
A,19,94.22,Mobile,0
B,57,87.25,Mobile,0
B,42,129.64,Mobile,0
B,30,73.34,Mobile,0
B,30,67.42,Mobile,0
B,50,81.65,Desktop,0
A,44,94.58,Mobile,0
B,57,134.06,Mobile,0
B,54,105.73,Desktop,0
A,36,109.27,Mobile,0
B,39,87.51,Mobile,0
A,34,112.86,Desktop,0
B,19,126.35,Mobile,0
A,29,77.61,Desktop,1
B,50,107.48,Desktop,1
B,45,108.28,Desktop,0
B,43,119.47,Mobile,0
B,42,65.43,Desktop,0
B,45,87.34,Mobile,0
A,48,92.55,Desktop,0
A,48,114.66,Desktop,0
B,44,119.15,Desktop,0
A,18,74.24,Mobile,0
B,52,66.81,Mobile,0
B,50,129.36,Desktop,1
B,18,87.88,Mobile,0
A,26,135.06,Mobile,0
B,50,111.47,Mobile,0
A,54,97.04,Desktop,0
B,32,117.15,Desktop,0
B,32,123.82,Desktop,0
A,46,95.12,Desktop,0
B,58,89.2,Mobile,0
A,38,101.52,Desktop,0
B,35,124.47,Desktop,0
B,33,93.77,Desktop,0
B,46,94.49,Mobile,0
A,58,89.06,Desktop,0
B,44,81.65,Desktop,0
A,32,107.04,Desktop,0
B,26,88.71,Mobile,0
B,45,128.08,Desktop,0
A,19,129.73,Desktop,1
B,38,65.52,Desktop,0
B,28,102.46,Mobile,0
A,49,124.04,Mobile,0
A,39,113.76,Mobile,0
A,52,127.02,Desktop,0
B,59,85.37,Desktop,0
A,58,68.1,Desktop,0
A,33,101.8,Desktop,0
B,48,106.46,Desktop,1
A,27,120.93,Desktop,0
A,57,95.51,Desktop,0
B,53,135.03,Desktop,1
A,38,112.77,Desktop,0
B,25,90.61,Desktop,0
A,59,71.97,Desktop,0
A,50,118.28,Mobile,0
B,57,100.45,Desktop,0
A,39,116.57,Desktop,0
B,47,114.2,Mobile,1
A,40,94.03,Mobile,0
A,32,76.42,Mobile,0
B,43,106.2,Desktop,1
B,33,104.1,Mobile,0
A,27,97.78,Mobile,0
A,53,98.85,Mobile,0
A,45,81.05,Desktop,0
B,59,142.07,Mobile,0
B,43,114.44,Desktop,0
A,48,86.83,Mobile,0
A,35,110.34,Desktop,0
A,34,87.26,Desktop,0
B,49,101.37,Mobile,0
A,56,107.97,Mobile,0
B,22,121.72,Desktop,0
B,59,77.69,Mobile,0
A,46,86.51,Desktop,0
B,53,107.05,Desktop,0
B,56,90.21,Mobile,0
A,28,104.68,Desktop,0
A,50,57.22,Mobile,0
A,21,80.87,Desktop,0
A,50,120.76,Mobile,0
A,18,112.54,Desktop,0
A,38,88.37,Desktop,1
A,34,89.34,Desktop,0
B,51,140.87,Desktop,0
A,46,127.04,Desktop,0
A,20,89.38,Desktop,0
A,41,111.98,Desktop,0
A,51,78.93,Desktop,0
A,19,83.76,Desktop,1
A,48,88.82,Desktop,0
B,57,90.49,Desktop,0
A,24,111.2,Desktop,0
B,46,87.2,Mobile,0
A,28,83.33,Desktop,0
B,42,83.34,Mobile,0
B,36,82.46,Desktop,0
B,28,123.99,Mobile,0
A,52,71.73,Mobile,0
A,50,69.62,Mobile,0
A,22,124.15,Desktop,1
A,52,80.97,Desktop,0
A,20,122.32,Desktop,0
A,48,107.6,Mobile,0
B,29,114.29,Mobile,1
B,21,75.53,Mobile,0
B,49,123.45,Desktop,0
A,41,98.93,Desktop,0
A,53,93.26,Desktop,0
B,19,110.45,Mobile,0
A,22,101.24,Mobile,0
A,29,86.01,Mobile,0
A,42,125.01,Mobile,0
B,58,80.57,Mobile,0
B,41,60.58,Desktop,1
A,42,108.7,Desktop,0
B,35,114.02,Mobile,0
B,37,102.38,Mobile,0
A,50,89.54,Desktop,0
A,46,71.41,Mobile,0
B,46,108.83,Desktop,0
B,39,93.94,Mobile,0
A,29,93.42,Desktop,0
A,51,83.23,Mobile,0
A,21,67.85,Desktop,0
B,22,87.29,Mobile,0
B,27,91.65,Desktop,0
A,39,101.32,Mobile,0
A,42,122.19,Desktop,1
A,18,87.07,Desktop,0
A,27,89.2,Desktop,0
B,32,77.61,Desktop,1
A,57,97.47,Desktop,0
A,48,85.14,Mobile,0
B,34,81.68,Mobile,0
A,29,98.66,Desktop,1
B,22,111.32,Desktop,0
B,55,115.96,Mobile,0
B,56,86.93,Mobile,0
A,26,91.26,Mobile,0
B,34,134.51,Mobile,1
A,46,102.72,Desktop,0
B,59,100.73,Mobile,0
B,34,114.49,Mobile,0
B,31,118.67,Mobile,0
A,37,103.66,Mobile,0
A,44,65.14,Mobile,0
B,56,74.67,Desktop,0
A,37,106.39,Desktop,0
B,40,111.01,Desktop,0
B,26,80.79,Mobile,0
B,36,109.52,Desktop,1
B,49,61.71,Desktop,0
A,29,72.79,Desktop,1
B,19,79.22,Mobile,0
A,53,137.91,Mobile,0
B,38,112.09,Desktop,0
B,57,109.77,Mobile,0
B,28,101.88,Mobile,0
B,45,98.36,Mobile,0
B,29,94.21,Desktop,0
A,22,78.4,Desktop,0
A,32,103.85,Desktop,0
B,49,71.59,Mobile,0
A,34,96.01,Mobile,0
A,58,111.08,Desktop,0
B,53,101.08,Desktop,0
B,31,126.85,Desktop,1
B,58,59.94,Mobile,0
B,26,74.89,Mobile,0
A,34,105.57,Desktop,0
A,24,95.9,Desktop,1
A,49,94.79,Desktop,0
A,23,133.12,Desktop,0
B,33,83.07,Mobile,0
B,19,95.35,Mobile,0
B,27,87.15,Desktop,0
B,21,82.23,Mobile,0
A,22,106.68,Mobile,0
A,54,115.34,Mobile,0
B,56,89.77,Desktop,0
A,43,78.24,Mobile,1
A,47,88.12,Mobile,0
B,19,82.2,Mobile,0
A,35,106.78,Desktop,0
B,24,92.71,Desktop,0
A,40,98.36,Mobile,0
A,37,86.46,Desktop,0
B,32,85.84,Mobile,0
B,45,68.18,Mobile,0
B,20,97.95,Desktop,0
A,20,119.18,Desktop,0
B,29,60.84,Mobile,0
A,51,68.44,Mobile,0
B,53,103.74,Desktop,0
A,25,77.38,Desktop,0
B,26,115.4,Mobile,1
B,52,70.03,Desktop,0
A,41,120.86,Mobile,0
A,41,110.79,Mobile,0
B,52,117.1,Mobile,0
A,28,130.2,Desktop,0
B,23,114.01,Desktop,0
A,42,123.38,Mobile,0
A,18,84.22,Mobile,0
B,26,93.61,Mobile,0
B,29,84.38,Mobile,0
A,30,114.0,Desktop,0
A,46,108.42,Desktop,0
A,49,115.33,Mobile,0
A,48,110.55,Mobile,0
B,43,98.82,Mobile,1
B,57,97.6,Mobile,0
A,41,133.05,Desktop,0
B,32,78.85,Desktop,0
A,59,82.0,Desktop,0
A,23,94.5,Mobile,0
A,46,66.43,Mobile,0
B,48,112.17,Mobile,1
A,33,82.46,Desktop,0
B,27,100.92,Mobile,0
B,57,133.82,Desktop,0
A,21,95.23,Desktop,1
B,46,89.85,Desktop,0
A,25,106.91,Desktop,0
A,57,112.27,Mobile,0
B,28,131.37,Mobile,0
A,18,85.06,Desktop,0
B,54,84.57,Mobile,0
B,40,88.3,Desktop,0
B,47,95.22,Mobile,0
A,32,111.7,Mobile,0
B,46,109.45,Desktop,0
A,41,73.61,Desktop,0
A,26,106.4,Mobile,0
B,28,109.42,Desktop,0
B,32,140.47,Desktop,0
A,55,82.49,Mobile,0
B,43,101.01,Desktop,0
B,54,71.28,Desktop,0
B,41,86.14,Desktop,0
A,39,129.66,Desktop,0
B,35,82.22,Mobile,0
A,26,76.86,Mobile,0
A,46,85.0,Mobile,0
B,49,112.25,Desktop,0
B,29,109.0,Desktop,0
A,58,98.11,Mobile,0
A,34,111.65,Desktop,0
B,42,85.59,Mobile,0
A,31,91.19,Mobile,0
B,42,75.56,Desktop,0
A,44,100.7,Desktop,0
B,30,46.97,Desktop,0
A,54,105.61,Desktop,0
B,27,116.27,Desktop,1
B,26,93.83,Mobile,1
A,30,73.23,Mobile,0
B,24,91.76,Desktop,0
A,31,81.88,Mobile,0
A,53,64.62,Mobile,0
A,57,85.82,Desktop,1
A,22,100.79,Desktop,0
B,30,115.02,Desktop,0
A,37,89.2,Desktop,0
A,45,110.46,Desktop,0
A,32,105.07,Desktop,0
B,56,98.38,Mobile,0
A,38,57.26,Desktop,0
B,34,111.85,Desktop,1
B,23,89.44,Desktop,0
A,42,110.64,Mobile,0
B,27,120.76,Desktop,0
A,31,84.59,Mobile,0
B,36,119.7,Mobile,1
B,28,96.39,Mobile,0
A,49,104.17,Desktop,0
B,27,66.25,Desktop,0
A,51,128.61,Desktop,0
B,46,79.25,Mobile,0
A,46,133.96,Desktop,0
A,39,105.3,Mobile,0
A,31,129.12,Desktop,1
A,19,93.46,Desktop,0
B,29,79.53,Desktop,1
A,39,100.42,Desktop,0
A,18,90.14,Mobile,0
A,29,132.6,Mobile,0
A,29,103.11,Desktop,0
B,21,102.17,Desktop,0
A,34,102.4,Desktop,0
B,36,103.44,Desktop,1
A,18,117.26,Mobile,0
A,34,101.0,Mobile,0
A,51,79.4,Desktop,0
A,24,113.24,Desktop,0
A,50,71.63,Mobile,1
A,23,128.16,Mobile,0
B,23,100.41,Mobile,0
B,49,107.78,Desktop,0
A,45,78.99,Mobile,0
A,54,86.64,Desktop,0
A,46,113.72,Mobile,0
B,47,90.01,Desktop,0
A,39,137.24,Mobile,0
B,22,82.38,Desktop,0
B,46,71.68,Desktop,0
B,19,70.72,Mobile,0
B,27,95.76,Mobile,0
B,37,132.11,Mobile,0
A,35,130.84,Mobile,0
B,52,158.09,Mobile,0
B,53,94.22,Mobile,0
A,35,118.16,Mobile,0
A,29,106.44,Desktop,0
B,42,126.7,Desktop,1
A,53,109.32,Mobile,0
A,59,85.26,Desktop,0
A,58,95.38,Desktop,1
B,37,92.52,Mobile,0
B,28,62.63,Mobile,1
A,37,140.09,Desktop,0
A,50,119.6,Mobile,0
B,27,170.76,Desktop,0
B,42,64.23,Desktop,1
A,27,109.03,Mobile,0
B,41,130.44,Desktop,1
B,58,88.72,Desktop,0
A,50,68.02,Desktop,0
A,51,71.68,Desktop,0
B,32,99.44,Desktop,0
B,57,100.04,Desktop,0
B,41,117.79,Mobile,1
A,32,70.0,Mobile,0
A,27,111.78,Mobile,0
A,22,90.86,Mobile,0
A,39,94.22,Desktop,0
B,54,65.4,Desktop,0
A,48,106.85,Mobile,0
A,40,88.64,Desktop,0
B,28,74.05,Mobile,0
A,27,93.96,Desktop,0
B,52,81.96,Desktop,0
A,39,93.92,Desktop,1
B,58,125.95,Desktop,0
B,39,110.87,Desktop,0
B,54,95.82,Desktop,1
A,44,120.05,Mobile,0
B,18,87.2,Desktop,0
A,22,87.07,Desktop,0
A,28,116.11,Desktop,0
A,50,100.24,Desktop,0
A,33,89.51,Desktop,0
A,57,81.71,Mobile,0
A,47,106.62,Desktop,0
B,45,120.3,Desktop,0
B,46,73.67,Mobile,0
A,33,83.56,Mobile,0
A,18,63.83,Mobile,0
A,25,126.55,Mobile,0
A,21,85.25,Desktop,0
A,53,71.78,Desktop,0
B,35,86.91,Desktop,0
B,36,133.63,Desktop,0
A,53,141.22,Desktop,0
A,26,93.8,Mobile,0
B,43,112.6,Desktop,0
A,19,99.57,Desktop,0
A,20,104.11,Desktop,0
A,45,89.9,Mobile,0
B,37,91.62,Mobile,0
B,36,113.25,Mobile,0
A,36,64.36,Mobile,0
B,58,73.62,Mobile,0
B,54,94.72,Desktop,0
A,32,111.86,Mobile,0
B,58,75.33,Desktop,1
B,23,103.37,Desktop,0
B,59,102.28,Mobile,1
B,18,93.63,Desktop,0
B,30,83.04,Desktop,0
B,20,101.97,Mobile,0
A,25,98.3,Mobile,0
A,40,111.1,Desktop,0
A,45,47.31,Desktop,1
B,50,60.79,Desktop,0
A,51,38.49,Desktop,0
B,51,136.49,Mobile,0
B,42,97.74,Desktop,0
A,58,124.98,Desktop,0
B,18,63.31,Mobile,1
A,24,110.69,Desktop,0
B,55,145.68,Mobile,0
A,45,116.99,Desktop,0
A,34,113.85,Desktop,0
A,55,109.61,Desktop,0
A,47,81.27,Mobile,0
B,18,107.49,Mobile,0
A,45,103.75,Mobile,0
B,53,83.05,Mobile,1
A,35,116.19,Desktop,0
A,19,86.52,Desktop,0
A,50,97.48,Mobile,0
B,24,114.68,Mobile,0
A,56,130.84,Desktop,0
A,35,118.59,Mobile,0
B,24,98.41,Mobile,1
A,21,130.95,Mobile,0
B,34,100.44,Mobile,0
A,36,87.08,Desktop,0
A,22,92.84,Desktop,0
A,56,101.22,Desktop,0
B,55,109.37,Mobile,0
A,54,95.52,Desktop,0
A,30,99.53,Mobile,0
A,29,86.86,Desktop,1
B,54,75.68,Mobile,0
B,21,119.98,Desktop,0
B,42,85.1,Mobile,0
B,48,134.06,Mobile,0
B,57,93.18,Mobile,1
B,32,67.56,Mobile,0
A,45,69.04,Desktop,0
A,28,105.49,Mobile,0
A,46,82.85,Desktop,0
A,22,154.95,Mobile,0
A,59,97.01,Mobile,0
B,19,122.08,Desktop,0
B,37,114.5,Mobile,0
B,39,103.27,Desktop,0
A,57,100.58,Mobile,0
B,44,87.18,Desktop,0
A,38,103.76,Mobile,0
B,37,103.26,Mobile,0
A,49,73.85,Mobile,0
B,53,54.52,Mobile,0
A,20,86.59,Mobile,1
B,25,104.06,Desktop,0
A,47,86.79,Mobile,0
B,21,121.03,Mobile,0
A,24,85.61,Mobile,0
A,41,131.23,Desktop,0
A,26,124.0,Mobile,0
A,51,88.97,Desktop,0
B,52,92.86,Mobile,0
B,26,86.09,Desktop,1
B,56,100.79,Mobile,0
A,32,67.36,Desktop,0
B,29,100.7,Mobile,1
A,21,76.22,Desktop,0
B,34,96.95,Desktop,1
A,26,142.38,Mobile,0
B,48,86.07,Mobile,0
A,47,81.42,Desktop,0
A,55,76.64,Mobile,0
B,35,106.72,Mobile,0
B,38,108.04,Mobile,0
B,34,124.18,Desktop,0
A,52,146.07,Desktop,0
A,34,76.22,Mobile,0
A,34,70.17,Desktop,0
B,42,87.62,Mobile,0
A,30,94.62,Desktop,0
B,41,90.08,Desktop,0
A,32,91.38,Mobile,0
B,38,100.92,Mobile,0
A,29,100.4,Desktop,0
A,31,123.79,Mobile,0
B,45,68.83,Desktop,0
A,42,109.08,Desktop,0
A,45,99.54,Desktop,0
B,48,103.49,Mobile,0
A,53,122.54,Mobile,1
B,33,83.12,Mobile,0
B,57,119.85,Desktop,0
A,46,67.8,Desktop,0
A,28,125.0,Desktop,0
A,43,105.11,Mobile,0
B,44,118.75,Desktop,0
A,47,104.71,Mobile,0
B,54,94.7,Mobile,0
A,20,124.11,Desktop,1
A,27,125.06,Mobile,0
B,49,105.47,Mobile,0
A,22,103.4,Mobile,0
A,26,127.37,Desktop,0
A,43,69.67,Desktop,0
A,52,129.97,Desktop,0
A,22,127.97,Desktop,0
B,33,65.65,Mobile,0
A,30,79.5,Mobile,0
B,47,103.37,Desktop,0
A,28,100.71,Mobile,0
A,47,106.62,Mobile,0
B,38,111.1,Mobile,0
A,21,98.58,Mobile,0
A,34,56.41,Mobile,0
B,50,53.86,Desktop,0
B,48,93.65,Desktop,0
A,23,82.25,Desktop,0
B,50,126.12,Desktop,0
B,56,116.77,Mobile,0
B,59,80.56,Desktop,0
B,44,111.06,Mobile,0
A,42,127.0,Mobile,0
A,59,83.24,Desktop,0
B,36,131.89,Desktop,0
A,19,97.09,Desktop,0
B,18,91.44,Mobile,0
A,31,141.2,Mobile,0
A,32,80.94,Desktop,0
B,39,90.75,Desktop,0
B,34,137.9,Mobile,0
A,58,87.14,Mobile,0
A,49,95.76,Mobile,0
A,50,90.08,Desktop,0
B,18,91.76,Desktop,1
A,58,85.53,Desktop,0
B,36,91.52,Desktop,0
B,55,124.93,Mobile,0
B,52,107.68,Mobile,0
A,21,112.32,Mobile,0
B,28,78.98,Desktop,1
A,20,91.7,Mobile,0
B,19,39.98,Mobile,0
A,53,104.2,Desktop,0
A,40,127.64,Mobile,0
B,28,83.79,Mobile,0
B,52,90.39,Desktop,0
A,46,100.96,Mobile,0
A,24,74.74,Mobile,0
B,36,91.46,Desktop,0
B,23,98.4,Mobile,0
A,42,70.36,Desktop,0
A,33,52.34,Desktop,0
B,40,120.13,Desktop,0
A,28,98.21,Mobile,0
B,50,77.83,Mobile,0
B,25,112.27,Mobile,1
B,53,120.69,Desktop,0
B,42,76.96,Mobile,0
A,52,101.18,Mobile,0
B,30,102.23,Mobile,0
B,23,149.53,Mobile,0
A,52,93.52,Mobile,0
A,56,106.07,Desktop,0
B,21,83.31,Mobile,0
B,59,95.34,Desktop,0
B,33,118.41,Desktop,0
B,28,101.1,Desktop,0
B,41,70.86,Desktop,0
B,31,78.14,Mobile,0
A,57,128.27,Desktop,0
A,25,118.07,Mobile,0
B,47,90.2,Mobile,0
A,48,90.33,Mobile,0
A,23,134.83,Desktop,0
B,41,112.96,Desktop,0
A,18,99.84,Mobile,0
A,55,98.8,Mobile,1
B,38,144.69,Mobile,0
B,23,82.45,Desktop,0
B,32,111.24,Mobile,0
A,49,107.73,Mobile,0
B,35,93.32,Desktop,0
A,49,77.96,Desktop,0
B,29,94.57,Mobile,0
B,28,150.55,Mobile,0
B,51,115.39,Mobile,0
B,19,137.59,Desktop,0
A,39,111.72,Mobile,0
A,38,95.17,Mobile,0
B,23,111.22,Desktop,0
A,23,115.82,Desktop,1
B,29,89.13,Desktop,0
B,21,97.27,Desktop,0
A,24,92.4,Mobile,0
A,29,64.32,Mobile,0
B,47,116.6,Mobile,0
B,26,82.66,Mobile,0
B,24,105.96,Mobile,0
A,39,144.01,Desktop,0
B,44,70.37,Desktop,0
B,52,80.92,Desktop,0
B,55,91.66,Mobile,0
B,41,124.3,Mobile,0
B,31,74.02,Desktop,0
B,57,98.14,Desktop,0
A,53,92.19,Mobile,0
B,30,111.24,Mobile,0
B,54,108.34,Mobile,0
A,28,77.91,Desktop,0
A,49,88.26,Desktop,0
B,22,101.54,Mobile,0
A,34,58.66,Desktop,0
B,19,113.7,Desktop,0
A,49,80.89,Mobile,1
A,40,129.23,Mobile,0
B,22,108.59,Desktop,0
A,57,87.48,Mobile,0
B,55,101.0,Desktop,0
A,25,99.72,Mobile,0
B,44,93.23,Mobile,1
A,19,96.27,Desktop,1
B,57,82.31,Mobile,1
B,24,103.6,Desktop,0
B,57,89.4,Desktop,0
B,39,124.24,Mobile,0
A,24,55.88,Desktop,0
B,26,104.61,Mobile,0
A,52,106.69,Desktop,0
A,55,89.15,Desktop,0
B,41,89.78,Mobile,0
B,53,119.09,Desktop,0
A,35,89.38,Mobile,0
A,43,66.81,Desktop,0
A,56,103.04,Desktop,0
B,32,97.67,Mobile,0
B,39,109.01,Desktop,1
A,42,115.49,Mobile,0
A,42,89.2,Mobile,0
A,58,114.17,Mobile,0
B,42,54.9,Desktop,0
A,55,92.63,Desktop,0
A,42,93.78,Desktop,0
A,24,105.73,Desktop,0
A,57,108.96,Desktop,1
B,41,75.98,Desktop,0
A,36,79.1,Desktop,0
B,39,93.16,Mobile,0
B,40,98.67,Desktop,0
A,37,80.32,Desktop,0
B,37,113.53,Desktop,0
A,24,128.63,Mobile,0
A,51,98.75,Mobile,0
A,28,99.55,Mobile,0
A,25,98.27,Mobile,0
A,55,106.59,Mobile,0
B,28,100.85,Desktop,0
B,42,114.95,Desktop,0
A,48,62.86,Desktop,0
B,54,114.93,Desktop,0
A,43,134.27,Mobile,0
B,27,79.75,Desktop,0
B,50,53.0,Mobile,0
A,24,85.37,Desktop,0
B,53,98.4,Desktop,0
B,37,94.25,Mobile,0
B,32,99.68,Mobile,0
A,33,99.72,Mobile,0
B,52,88.97,Desktop,0
B,38,86.28,Mobile,0
B,52,114.13,Desktop,0
B,57,78.15,Desktop,1
B,51,72.67,Desktop,1
B,56,122.94,Mobile,0
B,18,115.65,Desktop,0
B,26,94.95,Mobile,0
B,58,113.87,Mobile,0
A,47,99.4,Desktop,0
B,38,152.19,Mobile,0
B,35,95.33,Mobile,0
B,39,143.23,Desktop,0
B,43,105.75,Mobile,0
B,29,81.83,Mobile,0
A,48,92.73,Mobile,0
A,54,92.97,Mobile,0
A,53,96.38,Desktop,0
A,19,96.29,Mobile,0
B,54,87.19,Mobile,1
B,57,99.71,Mobile,0
B,33,119.2,Desktop,1
A,40,91.06,Mobile,0
A,52,78.73,Desktop,0
A,23,132.28,Desktop,0
A,53,129.75,Desktop,0
B,39,95.73,Desktop,0
B,28,119.41,Desktop,0
A,51,108.83,Desktop,0
B,38,98.52,Desktop,0
A,30,101.37,Mobile,0
A,35,93.92,Desktop,0
A,47,89.11,Desktop,1
A,58,105.38,Desktop,0
B,41,118.99,Desktop,1
B,18,125.4,Mobile,0
A,54,112.61,Mobile,0
A,45,104.05,Desktop,1
B,21,77.44,Mobile,0
B,21,138.06,Desktop,0
A,31,119.82,Desktop,0
A,28,106.34,Desktop,0
A,40,65.56,Desktop,0
A,29,64.88,Mobile,0
A,59,102.96,Desktop,0
B,21,81.51,Desktop,0
B,18,58.34,Mobile,0
A,57,80.83,Desktop,0
A,27,102.1,Mobile,0
A,24,90.7,Desktop,0
A,19,98.65,Mobile,0
B,40,97.21,Desktop,0
B,51,150.46,Mobile,1
A,29,108.95,Mobile,0
B,29,126.17,Desktop,1
A,33,79.28,Desktop,0
A,25,109.84,Mobile,0
B,59,126.91,Desktop,1
A,23,92.57,Desktop,0
B,32,97.41,Desktop,0
A,28,96.46,Desktop,0
A,47,82.58,Mobile,0
A,27,104.85,Mobile,0
A,40,70.28,Desktop,0
B,35,70.12,Desktop,0
A,26,98.64,Desktop,0
B,26,121.72,Mobile,0
B,23,119.4,Mobile,0
A,33,76.38,Mobile,0
B,29,68.33,Mobile,1
A,19,144.96,Mobile,0
B,34,96.11,Mobile,0
B,43,66.84,Mobile,1
A,26,90.47,Mobile,0
A,22,92.02,Desktop,0
B,45,113.34,Desktop,0
A,47,129.14,Desktop,0
A,34,117.15,Mobile,0
B,56,127.29,Mobile,0
B,36,113.35,Desktop,0
A,23,90.86,Mobile,0
B,21,74.61,Desktop,0
A,55,121.15,Mobile,0
A,31,103.32,Mobile,0
B,33,86.41,Mobile,0
A,54,68.15,Mobile,1
B,49,107.42,Mobile,0
A,48,84.5,Desktop,0
A,22,95.74,Mobile,0
A,34,116.96,Desktop,0
B,21,87.99,Mobile,0
B,41,97.41,Mobile,0
A,23,70.73,Desktop,0
